year,station_id,accumulate_precipitation
1990,USC00256970,5135.0
1990,USC00257070,7665.0
1990,USC00257515,6589.0
1990,USC00257715,6673.0
1990,USC00258133,4645.0
1990,USC00258395,6458.0
1990,USC00258465,6053.0
1990,USC00258480,6135.0
1990,USC00258915,7260.0
1990,USC00259090,8004.0
1990,USC00259510,7258.0
1990,USC00331072,12640.0
1990,USC00331152,15256.0
1990,USC00331541,12492.0
1990,USC00331592,13229.0
1990,USC00331890,13929.0
1990,USC00332098,12363.0
1990,USC00332119,13281.0
1990,USC00332791,11886.0
1990,USC00333375,12957.0
1990,USC00333758,15143.0
1990,USC00333780,13454.0
1990,USC00334189,13131.0
1990,USC00335041,13068.0
1990,USC00335297,11834.0
1990,USC00335315,12494.0
1990,USC00336118,11094.0
1990,USC00336196,11367.0
1990,USC00336600,11992.0
1990,USC00336781,11659.0
1990,USC00338313,12314.0
1990,USC00338534,11062.0
1990,USC00338552,13478.0
1990,USC00338769,11001.0
1990,USC00338822,10479.0
1990,USC00338830,12495.0
1990,USC00339312,13540.0
1991,USC00110072,7906.0
1991,USC00110187,11644.0
1991,USC00110338,9074.0
1991,USC00111280,9002.0
1991,USC00111436,7880.0
